"uhf_id","uhf_code","uhf_km2","uhf_lndkm2","uhf_strint","uhf_intden","uhf_sub12c","uhf_sub12d","uhf_strkm2","uhf_strpct","uhf_wlkkm2","uhf_wlkpct","uhf_cpykm2","uhf_cpypct","uhf_rbckm2","uhf_rbcpct","uhf_swckm2","uhf_swcpct","uhf_svd_c","uhf_svd_m","uhf_sim1_m","uhf_sim2_m","uhf_sim3_m","uhf_sim4_m","uhf_sim5_m","uhf_sim6_m","uhf_sim7_m","uhf_sim8_m","uhf_sim9_m","uhf_sim10_","uhf_reskm2","uhf_respct","uhf_comkm2","uhf_compct","uhf_lumixa","uhf_b1","uhf_b2","uhf_b3","uhf_b4","uhf_b5","uhf_a","uhf_n","uhf_rtlfar","uhf_entrpy","uhf_resdn1","uhf_resdn1_z","uhf_intden_z","uhf_entrpy_z","uhf_rtlfar_z","uhf_sub12d_z","uhf_beh_walk","uhf_beh_walk_cat"
22,303,5.76788959258,5.76788959258,252,43.6901566778,5,0.86686818805,1.10639124744,0.19181907519,0.40242721891,0.06977027082,0.84172561706,0.1459330321,0.08360373998,0.01449468452,0.11089863593,0.01922689992,2307,-0.12208,-0.111622,-0.120285,-0.136293,-0.065185,-0.088867,-0.127781,-0.109412,-0.148054,-0.130877,-0.118814,4.123627,0.85276682024,0.711959,0.14723317976,0.50222228215,4061918,1e-006,44617670.9505,3160310,2178529,54018427.9505,5,0.60758250103,0.402662173063,"12167.32765967624",1.58023738861084,-1.10100936889648,0.0581223554909229,0.415630131959915,-0.22602666914463,0.726953864097595,4
23,304,5.29807853811,5.29807853769,280,52.8493486852,9,1.69872906488,1.06869385024,0.20171347832,0.53458794434,0.10090223098,1.18594432407,0.22384423251,0.18446412373,0.03481717427,0.18311925453,0.03456333333,2119,-0.46448,-0.487133,-0.471063,-0.45658,-0.469091,-0.443966,-0.491566,-0.515706,-0.489104,-0.459588,-0.436042,12.592547,0.87126394755,1.860647,0.12873605245,0.448652325,7101476,1971710,136830299.313,5516161.81074,4771385.3675,156191032.491,5,0.71574389086,0.333221221417,"9716.45885912588",-0.166567549109459,-0.577369749546051,-0.574465751647949,0.864798486232758,0.422733515501022,-0.0308710485696793,3
24,305,5.00385472854,5.00385472854,317,63.3511596953,6,1.19907557783,1.0619176895,0.21221992786,0.53714926812,0.10734709484,0.85198839775,0.17026641339,0.19103900383,0.03817836732,0.20268075049,0.040504923,2004,-0.377734,-0.34729,-0.358443,-0.389521,-0.394404,-0.350465,-0.380162,-0.375474,-0.404763,-0.351442,-0.412186,14.427327,0.87079938762,2.140584,0.12920061238,0.45003125657,5231173,172351,156897967.479,8015622.832,10818738.9541,181135853.265,5,0.55911094917,0.33533321177,"10097.60421155208",0.105085738003254,0.0230286698788404,-0.55522608757019,0.214339405298233,0.0330586396157742,-0.179713636636734,3
25,306,7.2767070948,7.2767070948,375,51.5342991156,30,4.12274392925,1.58654924652,0.21803120915,0.8044261705,0.1105481037,0.52359227001,0.07195456175,0.09157195637,0.01258425757,0.12459476581,0.01712241048,2906,-0.255347,-0.227267,-0.240031,-0.28721,-0.235476,-0.218798,-0.256922,-0.229213,-0.232344,-0.247947,-0.239524,8.71812,0.25893337585,24.951235,0.74106662415,0.76754753088,6963107,4602529,98940857.5976,28819587.2752,169070923.09,308397003.962,5,1.27766939302,0.66116397758,"11118.16937873194",0.832471966743469,-0.652552366256714,2.41300320625305,3.19834041595459,2.31319904327393,8.10446262359619,5
26,307,4.42510323159,4.42510323159,350,79.0941999955,13,2.93778457126,1.12646586973,0.2545626194,0.4850155605,0.10960547927,0.46497244449,0.10507606719,0.09365812043,0.02116518317,0.10762839576,0.02432223388,1769,-0.404556,-0.4262,-0.397208,-0.433068,-0.382617,-0.385148,-0.455189,-0.425284,-0.403852,-0.424664,-0.438798,8.219477,0.34765553119,15.423112,0.65234446881,0.90716465129,3564480.86395,238351,88763698.3795,15688899.3636,130197744.373,238453173.98,5,1.00427494766,0.588423335861,"10898.12514414296",0.675640106201172,0.92307311296463,1.75035572052002,2.06299877166748,1.3890608549118,6.80112838745117,5
27,308,3.69955581705,3.69955581705,428,115.689564144,15,4.05454079943,0.86384683314,0.23350014863,0.41962265873,0.11342514601,0.34569482429,0.09344225128,0.07358093595,0.01988912713,0.08118804018,0.02194534809,1458,-0.094595,-0.01266,-0.06181,-0.151653,-0.098276,-0.088995,-0.073687,-0.095018,-0.094782,-0.085491,-0.105773,4.600192,0.49550498035,4.683654,0.50449501965,0.99991917919,3488342,82423,51986364.3901,10477859.6493,29118122,95153111.0393,5,0.9129312197,0.660402013625,"11215.11564199909",0.901568353176117,3.0152645111084,2.40606188774109,1.6836701631546,2.26000809669495,10.2665729522705,5
28,309,5.30785656979,5.30785656978,408,76.8671863371,13,2.44919956466,1.17669429863,0.22168916646,0.50945711006,0.09598170247,1.09353840683,0.20602259923,0.14289430969,0.02692128316,0.14188465018,0.02673106334,2127,0.054424,0.031551,0.086703,0.056099,0.104733,0.063124,0.033671,0.05356,0.065186,0.065944,0.047622,7.657102,0.76837440503,2.308225,0.23162559497,0.7119007149,6962158,468070,83728826.1954,9010312.89939,10612950,110782317.095,5,0.59100651296,0.520297373682,"12790.17443015779",2.02415823936462,0.795752644538879,1.12974691390991,0.346794039011002,1.00801813602448,5.30447006225586,5
29,310,3.16575619512,3.16440532715,257,81.2158915911,20,6.32030284755,0.69178692967,0.21861514507,0.31650667797,0.1000209029,0.44639389991,0.14106723184,0.0609233035,0.01925268643,0.05211539323,0.01646925341,1268,-0.104926,-0.138793,-0.102431,-0.101673,-0.074683,-0.159283,-0.120207,-0.035057,-0.074976,-0.086228,-0.135271,3.11097,0.24348358779,9.665947,0.75651641221,0.73679732106,2720796,1e-006,37452947.9265,5096308,94777162,140047213.926,5,0.73332716125,0.505824888822,"6114.39704465484",-2.73386096954346,1.04437220096588,0.997906506061554,0.937817573547363,4.02705383300781,4.2732892036438,5
30,401,17.3647175108,17.3638819777,1192,68.6482436088,21,1.20940697633,3.19245286379,0.18385594119,1.58464477372,0.09126097354,1.80775236164,0.10410991989,0.32659277841,0.01880874213,0.30533560132,0.01758452411,6937,0.039196,0.030986,0.04954,0.034339,0.043979,0.045512,0.078421,-0.003481,0.042453,0.029095,0.051196,7.354317,0.60116073764,4.879211,0.39883926236,0.95906602064,5651813,761501,80589619.5336,6950285.29274,12883376.1403,106836594.967,5,0.52274037,0.519594631903,"12388.76003726927",1.73805856704712,0.32586795091629,1.12334513664246,0.0633011162281036,0.0411159954965115,3.2916886806488,5
31,402,28.4602303567,28.4599983337,2288,80.3935394926,15,0.52705554737,5.86887007139,0.20621470186,2.21186342993,0.07771832605,3.83084063165,0.13460438707,0.73473005259,0.02581623667,0.58689320319,0.0206216879,11398,0.020696,0.022247,0.014136,0.00605,0.019613,0.032106,0.036243,0.029553,0.031903,0.036903,0.024922,13.555108,0.79591835102,3.475669,0.20408164898,0.64972931813,5635097,90511,147273717.734,9914794.68654,5843399.82153,168757520.242,5,0.67691630324,0.322701173173,"11016.19190217838",0.759789705276489,0.997357547283173,-0.670300483703613,0.703556776046753,-0.491043239831924,1.29936027526855,4
32,403,33.475712935,33.0955547434,2210,66.7763395155,1,0.03021553824,5.61888304404,0.1697775755,2.26609954372,0.06847141742,6.57017327998,0.198521322,1.0757997145,0.03250586741,0.77812886345,0.02351158243,13236,-0.17997,-0.191129,-0.202623,-0.172567,-0.191401,-0.193911,-0.176216,-0.152094,-0.153519,-0.176271,-0.167668,10.513951,0.82338395925,2.255245,0.17661604075,0.58169125959,3652339,361265.895793,113998787.942,7609190.45774,6355028.17232,131976611.468,5,0.45587241925,0.343280206418,"9191.38519731703",-0.540802717208862,0.218849420547485,-0.482831120491028,-0.214385449886322,-0.878523886203766,-1.89769375324249,2
33,404,19.2273934374,18.7250576112,1202,64.1920588421,0,0,3.17807566895,0.16972314505,1.15847176804,0.06186746082,6.40002735275,0.34178946125,0.73736144984,0.03937832743,0.52558974191,0.02806879171,7463,-0.443955,-0.463326,-0.404595,-0.466473,-0.447296,-0.423451,-0.414989,-0.440688,-0.45668,-0.421404,-0.494308,4.036773,0.92383173093,0.332825,0.07616826907,0.28146665542,3317537,1e-006,43551178.1975,1964889.26365,1483729.80886,50317334.2701,5,0.44206497892,0.332299364266,"8252.83680690228",-1.20973324775696,0.0711036622524261,-0.582863628864288,-0.271724432706833,-0.902088701725006,-2.89530634880066,2
